4642; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4643; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4644; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4645; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4646; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4647; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4648; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4649; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4650; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4651; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4653; DIFFERDANGE                             ; N; 0000; 0000; 25.03.2013
4654; OBERKORN                                ; N; 0000; 0000; 25.04.2017
4656; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4657; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4658; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4659; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4660; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4661; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4662; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4663; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4664; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4665; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4666; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4667; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4668; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4669; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4670; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4671; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4672; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4676; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4677; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4678; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4679; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4680; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4681; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4682; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4683; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4684; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4685; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4686; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4687; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4688; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4689; DIFFERDANGE                             ; N; 0000; 0000; 28.07.2000
4690; DIFFERDANGE                             ; N; 0000; 0000; 12.09.2006
4691; DIFFERDANGE                             ; N; 0000; 0000; 12.09.2006
4692; DIFFERDANGE                             ; N; 0000; 0000; 12.09.2006
4693; DIFFERDANGE                             ; N; 0000; 0000; 12.09.2006
4694; OBERKORN                                ; N; 0000; 0000; 23.07.2019
4696; LASAUVAGE                               ; N; 0000; 0000; 28.07.2000
4697; LASAUVAGE                               ; N; 0000; 0000; 28.07.2000
4698; LASAUVAGE                               ; N; 0000; 0000; 28.07.2000
4701; PETANGE                                 ; B; 0001; 0099; 28.07.2000
4702; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4706; LAMADELAINE                             ; N; 0000; 0000; 22.10.2009
4707; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4708; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4709; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4710; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4711; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4712; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4713; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4714; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4715; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4716; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4717; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4718; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4719; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4720; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4721; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4722; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4730; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4731; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4732; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4733; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4734; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4735; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4736; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4737; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4738; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4739; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4740; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4741; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4742; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4743; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4744; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4745; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4750; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4751; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4752; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4753; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4754; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4755; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4756; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4757; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4758; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4759; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4760; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4761; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4762; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4763; PETANGE                                 ; N; 0000; 0000; 20.08.2001
4770; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4771; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4772; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4773; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4774; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4775; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4776; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4777; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4778; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4779; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4780; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4781; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4782; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4783; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4784; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4785; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4786; PETANGE                                 ; N; 0000; 0000; 28.07.2000
4795; LINGER                                  ; N; 0000; 0000; 28.07.2000
4796; LINGER                                  ; N; 0000; 0000; 28.07.2000
4797; LINGER                                  ; N; 0000; 0000; 28.07.2000
4798; LINGER                                  ; N; 0000; 0000; 28.07.2000
4801; RODANGE                                 ; B; 0001; 0099; 28.07.2000
4802; PETANGELAMADELAINE                      ; N; 0000; 0000; 10.05.2011
4804; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4805; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4806; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4807; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4808; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4809; RODANGE                                 ; N; 0000; 0000; 25.07.2005
4810; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4811; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4812; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4813; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4814; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4815; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4818; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4819; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4820; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4822; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4823; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4824; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4825; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4826; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4829; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4830; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4831; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4832; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4833; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4834; RODANGE                                 ; N; 0000; 0000; 01.03.2018
4837; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4838; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4839; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4840; RODANGE                                 ; N; 0000; 0000; 21.05.2008
4842; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4843; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4844; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4845; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4846; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4847; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4848; RODANGE                                 ; N; 0000; 0000; 01.03.2018
4849; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4850; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4853; RODANGE                                 ; N; 0000; 0000; 28.07.2000
4870; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4871; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4872; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4873; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4874; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4875; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4876; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4877; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4878; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4879; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4880; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4881; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4882; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4883; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4884; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4885; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4886; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4887; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4888; LAMADELAINE                             ; N; 0000; 0000; 28.07.2000
4889; LAMADELAINE                             ; N; 0000; 0000; 10.05.2011
4890; LAMADELAINE                             ; N; 0000; 0000; 28.12.2016
4891; LAMADELAINE                             ; N; 0000; 0000; 28.12.2016
4892; LAMADELAINE                             ; N; 0000; 0000; 28.12.2016
4893; LAMADELAINE                             ; N; 0000; 0000; 28.12.2016
4894; LAMADELAINE                             ; N; 0000; 0000; 28.12.2016
4895; LAMADELAINE                             ; N; 0000; 0000; 28.12.2016
4901; BASCHARAGE                              ; B; 0001; 0099; 28.07.2000
4902; BASCHARAGE                              ; B; 0100; 0199; 28.07.2000
4905; BASCHARAGE                              ; N; 0000; 0000; 09.12.2019
4906; DIPPACH                                 ; B; 0001; 0099; 28.07.2000
4907; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4908; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4909; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4910; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4911; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4912; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4913; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4914; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4915; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4916; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4917; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4918; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4919; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4920; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4921; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4922; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4923; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4924; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4925; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4926; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4927; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4928; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4929; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4930; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4931; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4932; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4933; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4934; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4935; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4936; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4937; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4938; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4939; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4940; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4941; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4942; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4943; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4944; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4945; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4946; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4947; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4948; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4949; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4950; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4951; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4952; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4953; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4954; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4955; BASCHARAGE                              ; N; 0000; 0000; 28.07.2000
4956; HAUTCHARAGE                             ; N; 0000; 0000; 28.07.2000
4957; HAUTCHARAGE                             ; N; 0000; 0000; 09.08.2018
4958; BASCHARAGE                              ; N; 0000; 0000; 19.05.2008
4959; BASCHARAGE                              ; N; 0000; 0000; 22.01.2007
4960; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4961; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4962; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4963; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4964; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4965; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4966; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4967; CLEMENCY                                ; N; 0000; 0000; 28.07.2000
4968; SCHOUWEILER                             ; N; 0000; 0000; 18.11.2008
4969; HAUTCHARAGE                             ; N; 0000; 0000; 11.01.2016
4970; BETTANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4971; BETTANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4972; DIPPACH                                 ; N; 0000; 0000; 28.07.2000
4973; DIPPACH                                 ; N; 0000; 0000; 28.07.2000
4974; DIPPACH                                 ; N; 0000; 0000; 28.07.2000
4975; BETTANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4976; BETTANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4977; BETTANGE-SUR-MESS                       ; N; 0000; 0000; 18.11.2008
4978; FINGIG                                  ; N; 0000; 0000; 28.07.2000
4979; FINGIG                                  ; N; 0000; 0000; 28.07.2000
4980; RECKANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4981; RECKANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4982; RECKANGESURMESS                         ; N; 0000; 0000; 28.07.2000
4984; SANEM                                   ; N; 0000; 0000; 28.07.2000
4985; SANEM                                   ; N; 0000; 0000; 28.07.2000
4986; SANEM                                   ; N; 0000; 0000; 28.07.2000
4987; SANEM                                   ; N; 0000; 0000; 28.07.2000
4988; SANEM                                   ; N; 0000; 0000; 28.07.2000
4989; SANEM                                   ; N; 0000; 0000; 28.07.2000
4990; SANEM                                   ; N; 0000; 0000; 28.07.2000
4991; SANEM                                   ; N; 0000; 0000; 28.07.2000
4992; SANEM                                   ; N; 0000; 0000; 28.07.2000
4993; SANEM                                   ; N; 0000; 0000; 28.07.2000
4994; SCHOUWEILER                             ; N; 0000; 0000; 28.07.2000
4995; SCHOUWEILER                             ; N; 0000; 0000; 28.07.2000
4996; SCHOUWEILER                             ; N; 0000; 0000; 28.07.2000
4997; SCHOUWEILER                             ; N; 0000; 0000; 28.07.2000
4998; SPRINKANGE                              ; N; 0000; 0000; 28.07.2000
4999; SCHOUWEILER                             ; N; 0000; 0000; 28.07.2000
5201; SANDWEILER                              ; B; 0001; 0099; 28.07.2000
5211; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5212; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5213; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5214; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5215; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5216; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5217; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5218; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5219; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5220; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5221; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5222; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5230; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5231; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5232; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5233; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5234; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5235; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5236; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5237; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5238; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5239; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5240; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5241; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5243; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5244; SANDWEILER                              ; N; 0000; 0000; 26.02.2007
5250; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5251; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5252; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5253; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5254; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5255; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5256; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5280; SANDWEILER                              ; N; 0000; 0000; 28.07.2000
5290; NEUHAEUSGEN                             ; N; 0000; 0000; 28.07.2000
5291; NEUHAEUSGEN                             ; N; 0000; 0000; 09.11.2016
5299; SCHRASSIG                               ; N; 0000; 0000; 28.07.2000
5310; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5312; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5313; CONTERN                                 ; N; 0000; 0000; 09.01.2018
5314; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5315; CONTERN                                 ; N; 0000; 0000; 07.09.2015
5316; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5317; CONTERN                                 ; N; 0000; 0000; 15.09.2006
5318; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5320; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5322; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5324; OETRANGE                                ; N; 0000; 0000; 28.07.2000
5326; CONTERN                                 ; N; 0000; 0000; 28.07.2000
5328; MEDINGEN                                ; N; 0000; 0000; 28.07.2000
5330; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5331; OETRANGE                                ; N; 0000; 0000; 28.07.2000
5332; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5333; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5334; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5335; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5336; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5337; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5339; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5340; MOUTFORT                                ; N; 0000; 0000; 10.08.2006
5341; MOUTFORT                                ; N; 0000; 0000; 28.07.2000
5342; SCHUTTRANGE                             ; N; 0000; 0000; 21.04.2015
5351; OETRANGE                                ; N; 0000; 0000; 28.07.2000
5352; OETRANGE                                ; N; 0000; 0000; 28.07.2000
5353; OETRANGE                                ; N; 0000; 0000; 28.07.2000
5355; OETRANGE                                ; N; 0000; 0000; 28.07.2000
5359; SCHUTTRANGE                             ; N; 0000; 0000; 15.10.2010
5360; SCHRASSIG                               ; N; 0000; 0000; 28.07.2000
5361; SCHRASSIG                               ; N; 0000; 0000; 28.07.2000
5362; SCHRASSIG                               ; N; 0000; 0000; 28.07.2000
5363; SCHRASSIG                               ; N; 0000; 0000; 28.07.2000
5364; SCHRASSIG                               ; N; 0000; 0000; 28.07.2000
5365; MUNSBACH                                ; N; 0000; 0000; 28.07.2000
5366; MUNSBACH                                ; N; 0000; 0000; 28.07.2000
5367; SCHUTTRANGE                             ; N; 0000; 0000; 28.07.2000
5368; SCHUTTRANGE                             ; N; 0000; 0000; 28.07.2000
5369; SCHUTTRANGE                             ; N; 0000; 0000; 28.07.2000
5370; SCHUTTRANGE                             ; N; 0000; 0000; 28.07.2000
5371; SCHUTTRANGE                             ; N; 0000; 0000; 28.07.2000
5372; MUNSBACH                                ; N; 0000; 0000; 28.07.2000
5373; SCHUTTRANGE                             ; N; 0000; 0000; 20.06.2005
5374; MUNSBACH                                ; N; 0000; 0000; 28.07.2000
5375; SCHUTTRANGE                             ; N; 0000; 0000; 03.02.2009
5376; UEBERSYREN                              ; N; 0000; 0000; 28.07.2000
5377; UEBERSYREN                              ; N; 0000; 0000; 28.07.2000
5378; UEBERSYREN                              ; N; 0000; 0000; 28.07.2000
5380; UEBERSYREN                              ; N; 0000; 0000; 28.07.2000
5381; SCHUTTRANGE                             ; N; 0000; 0000; 27.02.2019
5401; AHN                                     ; N; 0000; 0000; 28.07.2000
5402; ASSEL                                   ; N; 0000; 0000; 28.07.2000
5403; BECHKLEINMACHER                         ; N; 0000; 0000; 28.07.2000
5404; BECHKLEINMACHER                         ; N; 0000; 0000; 28.07.2000
5405; BECHKLEINMACHER                         ; N; 0000; 0000; 28.07.2000
5407; BOUS                                    ; N; 0000; 0000; 28.07.2000
5408; BOUS                                    ; N; 0000; 0000; 28.07.2000
5410; BEYREN                                  ; N; 0000; 0000; 28.07.2000
5411; CANACH                                  ; N; 0000; 0000; 28.07.2000
5412; CANACH                                  ; N; 0000; 0000; 28.07.2000
5413; CANACH                                  ; N; 0000; 0000; 29.01.2003
5414; CANACH                                  ; N; 0000; 0000; 28.07.2000
5415; CANACH                                  ; N; 0000; 0000; 28.07.2000
5416; EHNEN                                   ; N; 0000; 0000; 28.07.2000
5417; EHNEN                                   ; N; 0000; 0000; 28.07.2000
5418; EHNEN                                   ; N; 0000; 0000; 28.07.2000
5419; EHNEN                                   ; N; 0000; 0000; 28.07.2000
5420; BECH-KLEINMACHER                        ; N; 0000; 0000; 06.07.2020
5421; ERPELDANGEBOUS                          ; N; 0000; 0000; 28.07.2000
5422; ERPELDANGEBOUS                          ; N; 0000; 0000; 28.07.2000
5423; ERSANGE                                 ; N; 0000; 0000; 28.07.2000
5424; GOSTINGEN                               ; N; 0000; 0000; 28.07.2000
5425; GOSTINGEN                               ; N; 0000; 0000; 28.07.2000
5426; GREIVELDANGE                            ; N; 0000; 0000; 28.07.2000
5427; GREIVELDANGE                            ; N; 0000; 0000; 28.07.2000
5429; STADTBREDIMUS                           ; N; 0000; 0000; 28.07.2000
5430; LENNINGEN                               ; N; 0000; 0000; 28.07.2000
5431; LENNINGEN                               ; N; 0000; 0000; 28.07.2000
5432; KAPENACKER                              ; N; 0000; 0000; 28.07.2000
5433; NIEDERDONVEN                            ; N; 0000; 0000; 28.07.2000
5434; NIEDERDONVEN                            ; N; 0000; 0000; 28.07.2000
5435; OBERDONVEN                              ; N; 0000; 0000; 28.07.2000
5439; REMERSCHEN                              ; N; 0000; 0000; 25.07.2005
5440; REMERSCHEN                              ; N; 0000; 0000; 28.07.2000
5441; REMERSCHEN                              ; N; 0000; 0000; 28.07.2000
5442; ROEDT                                   ; N; 0000; 0000; 28.07.2000
5443; ROLLING                                 ; N; 0000; 0000; 28.07.2000
5444; SCHENGEN                                ; N; 0000; 0000; 28.07.2000
5445; SCHENGEN                                ; N; 0000; 0000; 28.07.2000
5446; SCHENGEN                                ; N; 0000; 0000; 01.09.2009
5447; SCHWEBSINGEN                            ; N; 0000; 0000; 28.07.2000
5450; STADTBREDIMUS                           ; N; 0000; 0000; 28.07.2000
5451; STADTBREDIMUS                           ; N; 0000; 0000; 28.07.2000
5460; TRINTANGE                               ; N; 0000; 0000; 28.07.2000
5465; WALDBREDIMUS                            ; N; 0000; 0000; 28.07.2000
5466; WALDBREDIMUS                            ; N; 0000; 0000; 01.02.2016
5470; WELLENSTEIN                             ; N; 0000; 0000; 28.07.2000
5471; WELLENSTEIN                             ; N; 0000; 0000; 28.07.2000
5480; WORMELDANGE                             ; N; 0000; 0000; 28.07.2000
5481; WORMELDANGE                             ; N; 0000; 0000; 28.07.2000
5482; WORMELDANGE                             ; N; 0000; 0000; 28.07.2000
5483; WORMELDANGE                             ; N; 0000; 0000; 28.07.2000
5485; WORMELDANGEHAUT                         ; N; 0000; 0000; 28.07.2000
5488; EHNEN                                   ; N; 0000; 0000; 28.07.2000
5489; WORMELDANGE                             ; N; 0000; 0000; 28.07.2000
5495; WINTRANGE                               ; N; 0000; 0000; 28.07.2000
5499; DREIBORN                                ; N; 0000; 0000; 28.07.2000
